date;song;artist;idk;link
April 28, 2024 at 10:18PM;Spiderhead;Cage The Elephant;5r5Lj2MkgwQJz6TaBdL865;https://open.spotify.com/track/5r5Lj2MkgwQJz6TaBdL865
April 28, 2024 at 10:21PM;Grand Hoodoo;The Moss;5wZdxehFNOdgRFVHiZ5IUC;https://open.spotify.com/track/5wZdxehFNOdgRFVHiZ5IUC
April 28, 2024 at 10:24PM;Like or Like Like;Miniature Tigers;1OrD9RkuBnoNrrURFap9wi;https://open.spotify.com/track/1OrD9RkuBnoNrrURFap9wi
April 28, 2024 at 10:48PM;Oysters In My Pocket;Royel Otis;2B664ulJSVBd6B8SAY3Wux;https://open.spotify.com/track/2B664ulJSVBd6B8SAY3Wux
April 29, 2024 at 01:01PM;Oysters In My Pocket;Royel Otis;2B664ulJSVBd6B8SAY3Wux;https://open.spotify.com/track/2B664ulJSVBd6B8SAY3Wux
April 29, 2024 at 01:34PM;"will i get cancelled if i write a song called, ""if you were a man you'd be so cancelled""";illuminati hotties;3Uq4qJtHelUQNEBRE7lC1I;https://open.spotify.com/track/3Uq4qJtHelUQNEBRE7lC1I
April 29, 2024 at 02:33PM;"will i get cancelled if i write a song called, ""if you were a man you'd be so cancelled""";illuminati hotties;3Uq4qJtHelUQNEBRE7lC1I;https://open.spotify.com/track/3Uq4qJtHelUQNEBRE7lC1I
April 29, 2024 at 03:43PM;Waiting Room;Phoebe Bridgers;04mAOoQNsXmDJlyupJwmkO;https://open.spotify.com/track/04mAOoQNsXmDJlyupJwmkO
April 29, 2024 at 03:46PM;Red Wine Supernova;Chappell Roan;7FOgcfdz9Nx5V9lCNXdBYv;https://open.spotify.com/track/7FOgcfdz9Nx5V9lCNXdBYv
April 29, 2024 at 03:51PM;obsessed;Olivia Rodrigo;6tNgRQ0K2NYZ0Rb9l9DzL8;https://open.spotify.com/track/6tNgRQ0K2NYZ0Rb9l9DzL8
April 29, 2024 at 03:53PM;Better;sign crushes motorist;0Z94dtWElamDwU4NrcGoUR;https://open.spotify.com/track/0Z94dtWElamDwU4NrcGoUR
April 29, 2024 at 03:58PM;Too Sweet;Hozier;0AjmK0Eai4zGrLaJwPvrDp;https://open.spotify.com/track/0AjmK0Eai4zGrLaJwPvrDp
April 29, 2024 at 04:00PM;Evergreen;Richy Mitch & The Coal Miners;6me7F0aaZjwDo6RJ5MrfBD;https://open.spotify.com/track/6me7F0aaZjwDo6RJ5MrfBD
April 29, 2024 at 04:04PM;Waiting Room;Fugazi;2DBlfjL5chsdeULzhTp5K8;https://open.spotify.com/track/2DBlfjL5chsdeULzhTp5K8
April 29, 2024 at 04:07PM;Harness Your Hopes - B-side;Pavement;4vsoWZcvtvSsE0OiVvDDvX;https://open.spotify.com/track/4vsoWZcvtvSsE0OiVvDDvX
April 29, 2024 at 04:10PM;Blister In The Sun;Violent Femmes;7jIAttgQTpLDoNtykIQXjH;https://open.spotify.com/track/7jIAttgQTpLDoNtykIQXjH
April 29, 2024 at 04:13PM;About A Girl;Nirvana;2SHTKB8YYlawTGIuJ2b2ok;https://open.spotify.com/track/2SHTKB8YYlawTGIuJ2b2ok
April 29, 2024 at 04:15PM;Lump;The Presidents Of The United States Of America;02ZdZqhpfrPnxwyakXgxB8;https://open.spotify.com/track/02ZdZqhpfrPnxwyakXgxB8
April 29, 2024 at 04:17PM;Celebrity Skin;Hole;2V4Bc2I962j7acQj1N0PiQ;https://open.spotify.com/track/2V4Bc2I962j7acQj1N0PiQ
April 29, 2024 at 05:38PM;Cyco Vision;Suicidal Tendencies;3I9K8tSZRsAw7bRYfbhJEA;https://open.spotify.com/track/3I9K8tSZRsAw7bRYfbhJEA
April 29, 2024 at 05:38PM;Straight Edge;Minor Threat;1x8N5sNHdQtY328uP5DxIp;https://open.spotify.com/track/1x8N5sNHdQtY328uP5DxIp
April 29, 2024 at 05:40PM;License to Confuse - Remastered;Sebadoh;4hjMwtr7tPmU62d32Hwia5;https://open.spotify.com/track/4hjMwtr7tPmU62d32Hwia5
April 29, 2024 at 05:44PM;Love Buzz;Nirvana;5muVpPu8Fj9fXfDbbqDdrZ;https://open.spotify.com/track/5muVpPu8Fj9fXfDbbqDdrZ
April 29, 2024 at 05:45PM;Three Girl Rhumba - 2006 Remastered Version;Wire;0bN5W8EhIJhh6zvgeNG57J;https://open.spotify.com/track/0bN5W8EhIJhh6zvgeNG57J
April 29, 2024 at 05:50PM;Say It Ain't So;Weezer;6VoIBz0VhCyz7OdEoRYDiA;https://open.spotify.com/track/6VoIBz0VhCyz7OdEoRYDiA
April 29, 2024 at 05:53PM;Maps;Yeah Yeah Yeahs;0hDQV9X1Da5JrwhK8gu86p;https://open.spotify.com/track/0hDQV9X1Da5JrwhK8gu86p
April 29, 2024 at 05:56PM;Cut Your Hair;Pavement;4tBl1xhBg5PETpBvFnQmGl;https://open.spotify.com/track/4tBl1xhBg5PETpBvFnQmGl
April 29, 2024 at 05:59PM;Slow Learner;Viagra Boys;79W8lW8xyYayXfi8TTbtoD;https://open.spotify.com/track/79W8lW8xyYayXfi8TTbtoD
April 29, 2024 at 06:02PM;Bad Mouth;Fugazi;1MkqBhP5byDttRYtZsDC6p;https://open.spotify.com/track/1MkqBhP5byDttRYtZsDC6p
April 29, 2024 at 06:04PM;I'm The One;Descendents;5XXiK8GZjjmCHpBpUEm9z5;https://open.spotify.com/track/5XXiK8GZjjmCHpBpUEm9z5
April 29, 2024 at 06:07PM;Mannequin - 2006 Remastered Version;Wire;5LEwYNnwG1RSVseSmMZQpo;https://open.spotify.com/track/5LEwYNnwG1RSVseSmMZQpo
April 29, 2024 at 06:09PM;Fell In Love With a Girl;The White Stripes;21Qsj3cMVCx2xF2EVVNbEu;https://open.spotify.com/track/21Qsj3cMVCx2xF2EVVNbEu
April 29, 2024 at 06:11PM;Buddy Holly;Weezer;3mwvKOyMmG77zZRunnxp9E;https://open.spotify.com/track/3mwvKOyMmG77zZRunnxp9E
April 29, 2024 at 06:14PM;Break;Fugazi;6cWjeUN9zJvcl1Ir6Kc366;https://open.spotify.com/track/6cWjeUN9zJvcl1Ir6Kc366
April 29, 2024 at 06:15PM;Minor Threat;Minor Threat;7pADnbKBmN6bY2YfLXCIgU;https://open.spotify.com/track/7pADnbKBmN6bY2YfLXCIgU
April 29, 2024 at 06:18PM;Gold Soundz;Pavement;3QVtDnXU5zqGWxWDFBMiDj;https://open.spotify.com/track/3QVtDnXU5zqGWxWDFBMiDj
April 29, 2024 at 06:20PM;I Wanna Be Sedated;Ramones;5NoQvINZLBV1wMYPdNmReL;https://open.spotify.com/track/5NoQvINZLBV1wMYPdNmReL
April 29, 2024 at 06:22PM;Some Kinda Hate - C.I. Recording 1978;Misfits;4kIx6QQ6LtU6y3ySfwSKLB;https://open.spotify.com/track/4kIx6QQ6LtU6y3ySfwSKLB
April 29, 2024 at 06:26PM;Just like Heaven;The Cure;76GlO5H5RT6g7y0gev86Nk;https://open.spotify.com/track/76GlO5H5RT6g7y0gev86Nk
April 29, 2024 at 06:29PM;When I Come Around;Green Day;1Dr1fXbc2IxaK1Mu8P8Khz;https://open.spotify.com/track/1Dr1fXbc2IxaK1Mu8P8Khz
April 29, 2024 at 06:30PM;12XU;Minor Threat;16xuW1EznfNaJT343lUb2G;https://open.spotify.com/track/16xuW1EznfNaJT343lUb2G
April 29, 2024 at 06:33PM;Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version;Buzzcocks;5YUJMvTg4AWHKjqQidTsGK;https://open.spotify.com/track/5YUJMvTg4AWHKjqQidTsGK
April 29, 2024 at 06:37PM;Add It Up;Violent Femmes;61QW3AcU1jm5ttPOn8eZhn;https://open.spotify.com/track/61QW3AcU1jm5ttPOn8eZhn
April 29, 2024 at 06:39PM;Attitude;Misfits;0PTP53h7PvqEMeGyGClkOk;https://open.spotify.com/track/0PTP53h7PvqEMeGyGClkOk
April 29, 2024 at 06:41PM;Public Witness Program;Fugazi;0MiBvroVblvPVD3cdmPQ9S;https://open.spotify.com/track/0MiBvroVblvPVD3cdmPQ9S
April 29, 2024 at 06:44PM;Nobody;Mitski;2P5yIMu2DNeMXTyOANKS6k;https://open.spotify.com/track/2P5yIMu2DNeMXTyOANKS6k
April 29, 2024 at 06:53PM;Pink Rabbits;The National;1oNDnnBojo1hkFATFEp1CM;https://open.spotify.com/track/1oNDnnBojo1hkFATFEp1CM
April 29, 2024 at 06:56PM;Here Comes The Cowboy;Mac DeMarco;1am561XPWzs1Rsa0FgR2XF;https://open.spotify.com/track/1am561XPWzs1Rsa0FgR2XF
April 29, 2024 at 06:59PM;California;The Growlers;3JgCyIcJPmBVfcgyedU9FV;https://open.spotify.com/track/3JgCyIcJPmBVfcgyedU9FV
April 29, 2024 at 07:01PM;Day Dreamin;Vacations;4BfINdTGi2L7gY57zbgByL;https://open.spotify.com/track/4BfINdTGi2L7gY57zbgByL
April 29, 2024 at 07:02PM;Retreat!;Crumb;57rW757V8DwWVHaDgdAzw7;https://open.spotify.com/track/57rW757V8DwWVHaDgdAzw7
April 29, 2024 at 07:04PM;Forgot Again;Loving;7M7EKn4FPDVeHXEGUureMm;https://open.spotify.com/track/7M7EKn4FPDVeHXEGUureMm
April 29, 2024 at 08:22PM;Love/Paranoia;Tame Impala;5h9hkYIBWTZYFRmF6Iz1gt;https://open.spotify.com/track/5h9hkYIBWTZYFRmF6Iz1gt
April 29, 2024 at 08:42PM;i haunt ur dreams;hey, nothing;7jBAskQhyfjmbYC0o3pXdW;https://open.spotify.com/track/7jBAskQhyfjmbYC0o3pXdW
April 29, 2024 at 08:46PM;Alrighty Aphrodite;Peach Pit;6OiRh4kttAs1YWglvTcYkB;https://open.spotify.com/track/6OiRh4kttAs1YWglvTcYkB
April 29, 2024 at 08:48PM;Drop the Guillotine;Peach Pit;1gpBDeONibvJyQYEv5HJh9;https://open.spotify.com/track/1gpBDeONibvJyQYEv5HJh9
April 30, 2024 at 11:49AM;Killing In The Name;Rage Against The Machine;59WN2psjkt1tyaxjspN8fp;https://open.spotify.com/track/59WN2psjkt1tyaxjspN8fp
April 30, 2024 at 11:54AM;Sit Down. Stand Up;Radiohead;6MKWCO8g2W05UcaFyfQ6Cl;https://open.spotify.com/track/6MKWCO8g2W05UcaFyfQ6Cl
April 30, 2024 at 11:55AM;Intro;Black Country, New Road;3x94tRszQo5AJqaLCg6G8K;https://open.spotify.com/track/3x94tRszQo5AJqaLCg6G8K
April 30, 2024 at 11:58AM;i can't get my shit together;Baby Queen;5QQH0yRUbD4fYqNWKiPX9I;https://open.spotify.com/track/5QQH0yRUbD4fYqNWKiPX9I
April 30, 2024 at 12:01PM;Public Service Announcement;Eminem;3GhcNCBIEMyrcpCJ8ccvXr;https://open.spotify.com/track/3GhcNCBIEMyrcpCJ8ccvXr
April 30, 2024 at 12:06PM;My Name Is;Eminem;75IN3CtuZwTHTnZvYM4qnJ;https://open.spotify.com/track/75IN3CtuZwTHTnZvYM4qnJ
April 30, 2024 at 12:09PM;Guilty Conscience;Eminem;6da04YB906XonC6IQNC44u;https://open.spotify.com/track/6da04YB906XonC6IQNC44u
April 30, 2024 at 12:13PM;Brain Damage;Eminem;099MPsZhn5HkEUNlpA89rK;https://open.spotify.com/track/099MPsZhn5HkEUNlpA89rK
April 30, 2024 at 12:13PM;Paul - Skit;Eminem;0AaKi10VdO06R4fkBFBslc;https://open.spotify.com/track/0AaKi10VdO06R4fkBFBslc
April 30, 2024 at 12:17PM;If I Had;Eminem;4Q7UkPYq3NGTwhAMjfeE4a;https://open.spotify.com/track/4Q7UkPYq3NGTwhAMjfeE4a
April 30, 2024 at 12:22PM;97 Bonnie & Clyde;Eminem;6PJiaxg1lFSJFdMJrW7avo;https://open.spotify.com/track/6PJiaxg1lFSJFdMJrW7avo
April 30, 2024 at 12:23PM;Bitch - Skit;Eminem;5OsBkrdyDlnDZ5siaAOtVt;https://open.spotify.com/track/5OsBkrdyDlnDZ5siaAOtVt
April 30, 2024 at 12:26PM;Role Model;Eminem;0EtirusGt3LivUmALXSMVe;https://open.spotify.com/track/0EtirusGt3LivUmALXSMVe
April 30, 2024 at 12:27PM;Lounge - Skit;Eminem;1LoEersiNbdCJv96e8KjNk;https://open.spotify.com/track/1LoEersiNbdCJv96e8KjNk
April 30, 2024 at 12:31PM;My Fault;Eminem;3CNbDbMHxYHxEgrPGf89yc;https://open.spotify.com/track/3CNbDbMHxYHxEgrPGf89yc
April 30, 2024 at 12:32PM;Ken Kaniff - Skit;Eminem;1A6N0uZ1gp5BGU7fv7PUlu;https://open.spotify.com/track/1A6N0uZ1gp5BGU7fv7PUlu
April 30, 2024 at 12:36PM;Cum On Everybody;Eminem;6uXX9OgGchFrr2bq8RgIg6;https://open.spotify.com/track/6uXX9OgGchFrr2bq8RgIg6
April 30, 2024 at 12:39PM;Rock Bottom;Eminem;3guazByz82uD2zHf8q7As1;https://open.spotify.com/track/3guazByz82uD2zHf8q7As1
April 30, 2024 at 12:43PM;Just Don't Give A Fuck;Eminem;2MEvYNn2tRvFDAucAtAKVq;https://open.spotify.com/track/2MEvYNn2tRvFDAucAtAKVq
April 30, 2024 at 12:44PM;Soap - Skit;Eminem;2aXwXcdR1aGCYesbEr2DgV;https://open.spotify.com/track/2aXwXcdR1aGCYesbEr2DgV
April 30, 2024 at 12:48PM;As The World Turns;Eminem;0TBzphxYIeDLP9DAJUSUbP;https://open.spotify.com/track/0TBzphxYIeDLP9DAJUSUbP
April 30, 2024 at 12:52PM;I'm Shady;Eminem;3j3XiRDNkaUfINMB99hphS;https://open.spotify.com/track/3j3XiRDNkaUfINMB99hphS
April 30, 2024 at 12:56PM;Bad Meets Evil;Eminem;7kQ0miyexmevMwUDqTomIN;https://open.spotify.com/track/7kQ0miyexmevMwUDqTomIN
April 30, 2024 at 01:00PM;Still Don't Give A Fuck;Eminem;1F4lm7DxvpNvXfT3cGuJCb;https://open.spotify.com/track/1F4lm7DxvpNvXfT3cGuJCb
April 30, 2024 at 01:02PM;Werdz From The Ghetto Child;Gang Starr;6wyTrrGdLHaW0ED36BXND2;https://open.spotify.com/track/6wyTrrGdLHaW0ED36BXND2
April 30, 2024 at 01:07PM;Drug Ballad;Eminem;7tEoJKbYdIHBfn7tTIyjHW;https://open.spotify.com/track/7tEoJKbYdIHBfn7tTIyjHW
April 30, 2024 at 01:10PM;King Kunta;Kendrick Lamar;0N3W5peJUQtI4eyR6GJT5O;https://open.spotify.com/track/0N3W5peJUQtI4eyR6GJT5O
April 30, 2024 at 01:13PM;Gotta Have It;JAY-Z;6JFLZH9vCzgqnUToBdiHQb;https://open.spotify.com/track/6JFLZH9vCzgqnUToBdiHQb
April 30, 2024 at 01:15PM;Preservation;Wu-Tang Clan;124DjfCOxrqEXpHD04Hk8i;https://open.spotify.com/track/124DjfCOxrqEXpHD04Hk8i
April 30, 2024 at 01:16PM;A Milli;Lil Wayne;1xPW9rS8dkuJP46WBTqU2C;https://open.spotify.com/track/1xPW9rS8dkuJP46WBTqU2C
April 30, 2024 at 01:25PM;Freakin' Out On the Interstate;Briston Maroney;0awZwmlC6pxH65KTZpadmX;https://open.spotify.com/track/0awZwmlC6pxH65KTZpadmX
April 30, 2024 at 01:28PM;Chaise Longue;Wet Leg;0nys6GusuHnjSYLW0PYYb7;https://open.spotify.com/track/0nys6GusuHnjSYLW0PYYb7
April 30, 2024 at 01:34PM;i haunt ur dreams;hey, nothing;7jBAskQhyfjmbYC0o3pXdW;https://open.spotify.com/track/7jBAskQhyfjmbYC0o3pXdW
April 30, 2024 at 01:40PM;Wet;Dazey and the Scouts;7yBjQ29XKxHlxuqycHuvmm;https://open.spotify.com/track/7yBjQ29XKxHlxuqycHuvmm
April 30, 2024 at 01:44PM;August;flipturn;0elCmyfISzkP5tAYTVuYjS;https://open.spotify.com/track/0elCmyfISzkP5tAYTVuYjS
April 30, 2024 at 01:46PM;The Verge;Bad Moves;1FykiGdpaF0jWK02ox051d;https://open.spotify.com/track/1FykiGdpaF0jWK02ox051d
April 30, 2024 at 02:49PM;SOS;SZA;5xMw6qCcpd2gBXPGTegC4W;https://open.spotify.com/track/5xMw6qCcpd2gBXPGTegC4W
April 30, 2024 at 02:52PM;Kill Bill;SZA;3OHfY25tqY28d16oZczHc8;https://open.spotify.com/track/3OHfY25tqY28d16oZczHc8
April 30, 2024 at 02:55PM;Seek & Destroy;SZA;6eT2V7nKXyMf47TwPbtgAD;https://open.spotify.com/track/6eT2V7nKXyMf47TwPbtgAD
April 30, 2024 at 02:59PM;Low;SZA;2GAhgAjOhEmItWLfgisyOn;https://open.spotify.com/track/2GAhgAjOhEmItWLfgisyOn
April 30, 2024 at 03:02PM;Love Language;SZA;1eIXYZWEfJO3Na2LCCnIJE;https://open.spotify.com/track/1eIXYZWEfJO3Na2LCCnIJE
April 30, 2024 at 03:05PM;Blind;SZA;2CSRrnOEELmhpq8iaAi9cd;https://open.spotify.com/track/2CSRrnOEELmhpq8iaAi9cd
April 30, 2024 at 03:09PM;Used (feat. Don Toliver);SZA;1TweDM3JC49LNeelLVg3yX;https://open.spotify.com/track/1TweDM3JC49LNeelLVg3yX
April 30, 2024 at 03:35PM;Snooze;SZA;4iZ4pt7kvcaH6Yo8UoZ4s2;https://open.spotify.com/track/4iZ4pt7kvcaH6Yo8UoZ4s2
April 30, 2024 at 03:38PM;Notice Me;SZA;4fnNBPN9W6AoOYSQS3FJxT;https://open.spotify.com/track/4fnNBPN9W6AoOYSQS3FJxT
April 30, 2024 at 03:44PM;Gone Girl;SZA;2Sjx8DWZO5zaTyTAmgo2gY;https://open.spotify.com/track/2Sjx8DWZO5zaTyTAmgo2gY
April 30, 2024 at 03:45PM;Smoking on my Ex Pack;SZA;4jTs7ny5eSRnKTzxdrFv5I;https://open.spotify.com/track/4jTs7ny5eSRnKTzxdrFv5I
April 30, 2024 at 03:49PM;Ghost in the Machine (feat. Phoebe Bridgers);SZA;4h5x3XHLVYFJaItKuO2rhy;https://open.spotify.com/track/4h5x3XHLVYFJaItKuO2rhy
April 30, 2024 at 03:52PM;F2F;SZA;2e2AXpIiJpet5b4qg85Gh6;https://open.spotify.com/track/2e2AXpIiJpet5b4qg85Gh6
April 30, 2024 at 03:55PM;Nobody Gets Me;SZA;5Y35SjAfXjjG0sFQ3KOxmm;https://open.spotify.com/track/5Y35SjAfXjjG0sFQ3KOxmm
April 30, 2024 at 03:58PM;Conceited;SZA;4hTej08FutmriOs7S1hWWy;https://open.spotify.com/track/4hTej08FutmriOs7S1hWWy
April 30, 2024 at 04:00PM;Special;SZA;6RQ5IwG7uADz9LDWliJGjU;https://open.spotify.com/track/6RQ5IwG7uADz9LDWliJGjU
April 30, 2024 at 04:03PM;Too Late;SZA;4rAg5bbrdZX00mXXhLvYXj;https://open.spotify.com/track/4rAg5bbrdZX00mXXhLvYXj
April 30, 2024 at 04:06PM;Far;SZA;74NI58MQexwZjNu1Gu6GjT;https://open.spotify.com/track/74NI58MQexwZjNu1Gu6GjT
April 30, 2024 at 04:09PM;Shirt;SZA;2wSTnntOPRi7aQneobFtU4;https://open.spotify.com/track/2wSTnntOPRi7aQneobFtU4
April 30, 2024 at 04:13PM;Open Arms (feat. Travis Scott);SZA;0xaFw2zDYf1rIJWl2dXiSF;https://open.spotify.com/track/0xaFw2zDYf1rIJWl2dXiSF
April 30, 2024 at 04:16PM;I Hate U;SZA;2aJnyNu4PQxQ2lyj5boiMG;https://open.spotify.com/track/2aJnyNu4PQxQ2lyj5boiMG
April 30, 2024 at 04:20PM;Good Days;SZA;4PMqSO5qyjpvzhlLI5GnID;https://open.spotify.com/track/4PMqSO5qyjpvzhlLI5GnID
April 30, 2024 at 04:23PM;Forgiveless (feat. Ol' Dirty Bastard);SZA;5IcP1PPnleZ2kuwKDyfNC5;https://open.spotify.com/track/5IcP1PPnleZ2kuwKDyfNC5
April 30, 2024 at 04:25PM;Some;Steve Lacy;4riDfclV7kPDT9D58FpmHd;https://open.spotify.com/track/4riDfclV7kPDT9D58FpmHd
April 30, 2024 at 04:26PM;Espresso;Sabrina Carpenter;2qSkIjg1o9h3YT9RAgYN75;https://open.spotify.com/track/2qSkIjg1o9h3YT9RAgYN75
May 1, 2024 at 12:37PM;SOS;SZA;5xMw6qCcpd2gBXPGTegC4W;https://open.spotify.com/track/5xMw6qCcpd2gBXPGTegC4W
May 1, 2024 at 12:40PM;Kill Bill;SZA;3OHfY25tqY28d16oZczHc8;https://open.spotify.com/track/3OHfY25tqY28d16oZczHc8
May 1, 2024 at 12:43PM;Seek & Destroy;SZA;6eT2V7nKXyMf47TwPbtgAD;https://open.spotify.com/track/6eT2V7nKXyMf47TwPbtgAD
May 1, 2024 at 12:46PM;Low;SZA;2GAhgAjOhEmItWLfgisyOn;https://open.spotify.com/track/2GAhgAjOhEmItWLfgisyOn
May 1, 2024 at 12:49PM;Love Language;SZA;1eIXYZWEfJO3Na2LCCnIJE;https://open.spotify.com/track/1eIXYZWEfJO3Na2LCCnIJE
May 1, 2024 at 12:52PM;Blind;SZA;2CSRrnOEELmhpq8iaAi9cd;https://open.spotify.com/track/2CSRrnOEELmhpq8iaAi9cd
May 1, 2024 at 12:54PM;Used (feat. Don Toliver);SZA;1TweDM3JC49LNeelLVg3yX;https://open.spotify.com/track/1TweDM3JC49LNeelLVg3yX
May 1, 2024 at 12:57PM;Snooze;SZA;4iZ4pt7kvcaH6Yo8UoZ4s2;https://open.spotify.com/track/4iZ4pt7kvcaH6Yo8UoZ4s2
May 1, 2024 at 01:00PM;Notice Me;SZA;4fnNBPN9W6AoOYSQS3FJxT;https://open.spotify.com/track/4fnNBPN9W6AoOYSQS3FJxT
May 1, 2024 at 01:04PM;Gone Girl;SZA;2Sjx8DWZO5zaTyTAmgo2gY;https://open.spotify.com/track/2Sjx8DWZO5zaTyTAmgo2gY
May 1, 2024 at 01:06PM;Smoking on my Ex Pack;SZA;4jTs7ny5eSRnKTzxdrFv5I;https://open.spotify.com/track/4jTs7ny5eSRnKTzxdrFv5I
May 1, 2024 at 01:09PM;Ghost in the Machine (feat. Phoebe Bridgers);SZA;4h5x3XHLVYFJaItKuO2rhy;https://open.spotify.com/track/4h5x3XHLVYFJaItKuO2rhy
May 1, 2024 at 01:12PM;F2F;SZA;2e2AXpIiJpet5b4qg85Gh6;https://open.spotify.com/track/2e2AXpIiJpet5b4qg85Gh6
May 1, 2024 at 01:17PM;Nobody Gets Me;SZA;5Y35SjAfXjjG0sFQ3KOxmm;https://open.spotify.com/track/5Y35SjAfXjjG0sFQ3KOxmm
May 1, 2024 at 01:19PM;Conceited;SZA;4hTej08FutmriOs7S1hWWy;https://open.spotify.com/track/4hTej08FutmriOs7S1hWWy
May 1, 2024 at 01:22PM;Special;SZA;6RQ5IwG7uADz9LDWliJGjU;https://open.spotify.com/track/6RQ5IwG7uADz9LDWliJGjU
May 1, 2024 at 01:25PM;Too Late;SZA;4rAg5bbrdZX00mXXhLvYXj;https://open.spotify.com/track/4rAg5bbrdZX00mXXhLvYXj
May 1, 2024 at 01:28PM;Far;SZA;74NI58MQexwZjNu1Gu6GjT;https://open.spotify.com/track/74NI58MQexwZjNu1Gu6GjT
May 1, 2024 at 01:31PM;Shirt;SZA;2wSTnntOPRi7aQneobFtU4;https://open.spotify.com/track/2wSTnntOPRi7aQneobFtU4
May 1, 2024 at 01:35PM;Open Arms (feat. Travis Scott);SZA;0xaFw2zDYf1rIJWl2dXiSF;https://open.spotify.com/track/0xaFw2zDYf1rIJWl2dXiSF
May 1, 2024 at 01:38PM;I Hate U;SZA;2aJnyNu4PQxQ2lyj5boiMG;https://open.spotify.com/track/2aJnyNu4PQxQ2lyj5boiMG
May 1, 2024 at 01:42PM;Good Days;SZA;4PMqSO5qyjpvzhlLI5GnID;https://open.spotify.com/track/4PMqSO5qyjpvzhlLI5GnID
May 1, 2024 at 01:45PM;Forgiveless (feat. Ol' Dirty Bastard);SZA;5IcP1PPnleZ2kuwKDyfNC5;https://open.spotify.com/track/5IcP1PPnleZ2kuwKDyfNC5
May 1, 2024 at 01:46PM;i don't wanna fall in love, it's too late now;Chase Shakur;4OPcKAVpIquCyW94TEaD3A;https://open.spotify.com/track/4OPcKAVpIquCyW94TEaD3A
May 1, 2024 at 01:48PM;Stevie Doesn't Wonder;Hotel Ugly;7BgyWwbbybJr2IbQoI1gzH;https://open.spotify.com/track/7BgyWwbbybJr2IbQoI1gzH
May 1, 2024 at 01:50PM;When I;Steve Lacy;4QUsmmXmINYXwh7UsiMX2j;https://open.spotify.com/track/4QUsmmXmINYXwh7UsiMX2j
May 1, 2024 at 01:53PM;Kiss Me More (feat. SZA);Doja Cat;3DarAbFujv6eYNliUTyqtz;https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
May 1, 2024 at 01:57PM;Lost;Frank Ocean;3GZD6HmiNUhxXYf8Gch723;https://open.spotify.com/track/3GZD6HmiNUhxXYf8Gch723
May 1, 2024 at 02:00PM;the perfect pair;beabadoobee;41P6Tnd8KIHqON0QIydx6a;https://open.spotify.com/track/41P6Tnd8KIHqON0QIydx6a
May 1, 2024 at 02:01PM;We Might Even Be Falling In Love (Interlude);Victoria Monét;4rCuwgRRKaIiHlHDc8Bga6;https://open.spotify.com/track/4rCuwgRRKaIiHlHDc8Bga6
May 1, 2024 at 02:03PM;James Joint;Rihanna;6K4Co1NQyOnoFEJMkZHkln;https://open.spotify.com/track/6K4Co1NQyOnoFEJMkZHkln
May 1, 2024 at 02:05PM;Fell In Love;Marshmello;1N8klHEbZ0bFOHnMVs8C9S;https://open.spotify.com/track/1N8klHEbZ0bFOHnMVs8C9S
May 1, 2024 at 03:11PM;Lil Baby Crush;Jordan Ward;6nXiaXqSZAJuOG6q66mZV1;https://open.spotify.com/track/6nXiaXqSZAJuOG6q66mZV1
May 1, 2024 at 03:57PM;The Verge;Bad Moves;1FykiGdpaF0jWK02ox051d;https://open.spotify.com/track/1FykiGdpaF0jWK02ox051d
May 1, 2024 at 04:01PM;Nickel;flipturn;0XZV3zE3j10RPG6Zvxsb6n;https://open.spotify.com/track/0XZV3zE3j10RPG6Zvxsb6n
May 1, 2024 at 04:07PM;Marceline;Vista Kicks;2TOb83hrjLZAtxytar7wYz;https://open.spotify.com/track/2TOb83hrjLZAtxytar7wYz
May 1, 2024 at 04:11PM;Chaise Longue;Wet Leg;0nys6GusuHnjSYLW0PYYb7;https://open.spotify.com/track/0nys6GusuHnjSYLW0PYYb7
May 1, 2024 at 04:13PM;"""Listen to Your Heart."" ""No.""";Cheekface;2YBVnFZlsRR4ssWXodkWPY;https://open.spotify.com/track/2YBVnFZlsRR4ssWXodkWPY
May 1, 2024 at 04:23PM;Nickel;flipturn;0XZV3zE3j10RPG6Zvxsb6n;https://open.spotify.com/track/0XZV3zE3j10RPG6Zvxsb6n
May 1, 2024 at 04:27PM;i haunt ur dreams;hey, nothing;7jBAskQhyfjmbYC0o3pXdW;https://open.spotify.com/track/7jBAskQhyfjmbYC0o3pXdW
May 1, 2024 at 04:31PM;Freakin' Out On the Interstate;Briston Maroney;0awZwmlC6pxH65KTZpadmX;https://open.spotify.com/track/0awZwmlC6pxH65KTZpadmX
May 1, 2024 at 04:35PM;August;flipturn;0elCmyfISzkP5tAYTVuYjS;https://open.spotify.com/track/0elCmyfISzkP5tAYTVuYjS
May 1, 2024 at 04:38PM;Tongues;The Frights;4eoRsk6nuYMLcNdZWgDTmT;https://open.spotify.com/track/4eoRsk6nuYMLcNdZWgDTmT
May 1, 2024 at 04:42PM;Alrighty Aphrodite;Peach Pit;6OiRh4kttAs1YWglvTcYkB;https://open.spotify.com/track/6OiRh4kttAs1YWglvTcYkB
