date;song;artist;idk;link
June 13, 2024 at 06:08PM;Serotonin;girl in red;7tLTxOJY6cjQz4aJYMs8Nu;https://open.spotify.com/track/7tLTxOJY6cjQz4aJYMs8Nu
June 14, 2024 at 11:30AM;Singing Winds, Crying Beasts;Santana;0vBCQeiEKRy6eJmrf5zz4H;https://open.spotify.com/track/0vBCQeiEKRy6eJmrf5zz4H
June 14, 2024 at 11:36AM;Black Magic Woman / Gypsy Queen;Santana;7cDxjUnMitNKQC5c8RQUko;https://open.spotify.com/track/7cDxjUnMitNKQC5c8RQUko
June 14, 2024 at 11:40AM;Oye Como Va;Santana;5u6y4u5EgDv0peILf60H5t;https://open.spotify.com/track/5u6y4u5EgDv0peILf60H5t
June 14, 2024 at 11:45AM;Incident at Neshabur;Santana;1vcmEqKQAHlnV2fcNdJjEt;https://open.spotify.com/track/1vcmEqKQAHlnV2fcNdJjEt
June 14, 2024 at 11:48AM;Se a Cabo;Santana;5JPXVcoVUZd3JYTQEFf9ug;https://open.spotify.com/track/5JPXVcoVUZd3JYTQEFf9ug
June 14, 2024 at 11:52AM;Mother's Daughter;Santana;1Ag8YqvKOcwapkaRJG66p8;https://open.spotify.com/track/1Ag8YqvKOcwapkaRJG66p8
June 14, 2024 at 11:57AM;Samba Pa Ti;Santana;35fC3Wq3slX4OBfyvBVmHm;https://open.spotify.com/track/35fC3Wq3slX4OBfyvBVmHm
June 14, 2024 at 12:01PM;Hope You're Feeling Better;Santana;3lysbLRK4bGbQRmYfN5S0o;https://open.spotify.com/track/3lysbLRK4bGbQRmYfN5S0o
June 14, 2024 at 12:03PM;El Nicoya;Santana;0vAtUwwCnfrMKExDsPC0Lt;https://open.spotify.com/track/0vAtUwwCnfrMKExDsPC0Lt
June 14, 2024 at 12:08PM;Singing Winds, Crying Beasts;Santana;0vBCQeiEKRy6eJmrf5zz4H;https://open.spotify.com/track/0vBCQeiEKRy6eJmrf5zz4H
June 14, 2024 at 12:13PM;Black Magic Woman / Gypsy Queen;Santana;7cDxjUnMitNKQC5c8RQUko;https://open.spotify.com/track/7cDxjUnMitNKQC5c8RQUko
June 14, 2024 at 12:18PM;Oye Como Va;Santana;5u6y4u5EgDv0peILf60H5t;https://open.spotify.com/track/5u6y4u5EgDv0peILf60H5t
June 14, 2024 at 12:23PM;Incident at Neshabur;Santana;1vcmEqKQAHlnV2fcNdJjEt;https://open.spotify.com/track/1vcmEqKQAHlnV2fcNdJjEt
June 14, 2024 at 12:25PM;Se a Cabo;Santana;5JPXVcoVUZd3JYTQEFf9ug;https://open.spotify.com/track/5JPXVcoVUZd3JYTQEFf9ug
June 14, 2024 at 12:30PM;Mother's Daughter;Santana;1Ag8YqvKOcwapkaRJG66p8;https://open.spotify.com/track/1Ag8YqvKOcwapkaRJG66p8
June 14, 2024 at 12:35PM;Samba Pa Ti;Santana;35fC3Wq3slX4OBfyvBVmHm;https://open.spotify.com/track/35fC3Wq3slX4OBfyvBVmHm
June 14, 2024 at 12:39PM;Hope You're Feeling Better;Santana;3lysbLRK4bGbQRmYfN5S0o;https://open.spotify.com/track/3lysbLRK4bGbQRmYfN5S0o
June 14, 2024 at 12:40PM;El Nicoya;Santana;0vAtUwwCnfrMKExDsPC0Lt;https://open.spotify.com/track/0vAtUwwCnfrMKExDsPC0Lt
June 14, 2024 at 12:42PM;Little Martha;Allman Brothers Band;2WPLFvAldG0GG6Ad3Xa0TO;https://open.spotify.com/track/2WPLFvAldG0GG6Ad3Xa0TO
June 14, 2024 at 12:48PM;Wah-Wah (2014 Remaster);George Harrison;57cZFx3KlHmx0CNNYbWO8u;https://open.spotify.com/track/57cZFx3KlHmx0CNNYbWO8u
June 14, 2024 at 12:49PM;Reception - Remastered 1993;Wings;1rHvKz5JPpCf9IJDHsyX8P;https://open.spotify.com/track/1rHvKz5JPpCf9IJDHsyX8P
June 14, 2024 at 12:53PM;Ventura Highway;America;4IU1RL4BKvFyXtbTwaHAvW;https://open.spotify.com/track/4IU1RL4BKvFyXtbTwaHAvW
June 14, 2024 at 12:56PM;Roxanne;The Police;3EYOJ48Et32uATr9ZmLnAo;https://open.spotify.com/track/3EYOJ48Et32uATr9ZmLnAo
June 14, 2024 at 12:59PM;Stuck In The Middle With You;Stealers Wheel;3Vby4nGmtbDo7HDJamOWkT;https://open.spotify.com/track/3Vby4nGmtbDo7HDJamOWkT
June 14, 2024 at 01:02PM;Don't Want You No More;Allman Brothers Band;7t51PlWUNcJQ9E2LJKRpH7;https://open.spotify.com/track/7t51PlWUNcJQ9E2LJKRpH7
June 14, 2024 at 01:05PM;Green Onions;Booker T. & the M.G.'s;4fQMGlCawbTkH9yPPZ49kP;https://open.spotify.com/track/4fQMGlCawbTkH9yPPZ49kP
June 14, 2024 at 01:06PM;Priscilla;Soft Machine;1jnxRJSuS9QIfjRuzKOvIC;https://open.spotify.com/track/1jnxRJSuS9QIfjRuzKOvIC
June 14, 2024 at 01:10PM;Hold the Line;TOTO;4aVuWgvD0X63hcOCnZtNFA;https://open.spotify.com/track/4aVuWgvD0X63hcOCnZtNFA
June 14, 2024 at 01:13PM;Strange Brew;Cream;47bXIv24jthL4vzZy3j7CY;https://open.spotify.com/track/47bXIv24jthL4vzZy3j7CY
June 14, 2024 at 01:15PM;Breakfast In America - 2010 Remastered;Supertramp;4a5pNRjwmzYQuEY1E7O6pj;https://open.spotify.com/track/4a5pNRjwmzYQuEY1E7O6pj
June 14, 2024 at 01:19PM;Sister Golden Hair;America;5VSAonaAPhhGn0G7hMYwWK;https://open.spotify.com/track/5VSAonaAPhhGn0G7hMYwWK
June 14, 2024 at 01:22PM;The Caves Of Altamira;Steely Dan;4IBoDzxcRRRhQ6dozP28aQ;https://open.spotify.com/track/4IBoDzxcRRRhQ6dozP28aQ
June 14, 2024 at 01:25PM;The Super-Natural;John Mayall & The Bluesbreakers;2DVswRuJlXu4QiZQfOoIx7;https://open.spotify.com/track/2DVswRuJlXu4QiZQfOoIx7
June 14, 2024 at 01:29PM;Come Together - Remastered 2009;The Beatles;2EqlS6tkEnglzr7tkKAAYD;https://open.spotify.com/track/2EqlS6tkEnglzr7tkKAAYD
June 14, 2024 at 01:32PM;Blind Man Can See It;James Brown;6Q88G7jaZCwL5ON5RLyRir;https://open.spotify.com/track/6Q88G7jaZCwL5ON5RLyRir
June 14, 2024 at 01:34PM;San-Ho-Zay;Freddie King;27UUKKhVbTFD8Nk1LOFcgN;https://open.spotify.com/track/27UUKKhVbTFD8Nk1LOFcgN
June 14, 2024 at 01:38PM;Long Cool Woman (In a Black Dress) - 1999 Remaster;The Hollies;5UwbnHhjnbinJH8TefuQfN;https://open.spotify.com/track/5UwbnHhjnbinJH8TefuQfN
June 14, 2024 at 01:40PM;Ain't No Sunshine;Bill Withers;1k1Bqnv2R0uJXQN4u6LKYt;https://open.spotify.com/track/1k1Bqnv2R0uJXQN4u6LKYt
June 14, 2024 at 01:43PM;Riverside;America;2S7hH8gCuwlqL8vqia3eJp;https://open.spotify.com/track/2S7hH8gCuwlqL8vqia3eJp
June 14, 2024 at 01:45PM;Uncle Jam - 2004 Remaster;Ten Years After;6TF2TDe7vRzjncQa2RLesJ;https://open.spotify.com/track/6TF2TDe7vRzjncQa2RLesJ
June 14, 2024 at 01:47PM;Yadig?;James Gang;7Bj3nz8syLvpMFi3Ojk40v;https://open.spotify.com/track/7Bj3nz8syLvpMFi3Ojk40v
June 14, 2024 at 01:49PM;Bring Down the Birds - Outtake;Herbie Hancock;3i0meyRRCpIzyMmLdYssGw;https://open.spotify.com/track/3i0meyRRCpIzyMmLdYssGw
June 14, 2024 at 01:53PM;Crimson and Clover (Single Version);Tommy James & The Shondells;74ohdXevc7VsXl96ofi3Kn;https://open.spotify.com/track/74ohdXevc7VsXl96ofi3Kn
June 14, 2024 at 01:56PM;Listen to the Music;The Doobie Brothers;7Ar4G7Ci11gpt6sfH9Cgz5;https://open.spotify.com/track/7Ar4G7Ci11gpt6sfH9Cgz5
June 14, 2024 at 01:59PM;For What It's Worth;Buffalo Springfield;1qRA5BS78u3gME0loMl9AA;https://open.spotify.com/track/1qRA5BS78u3gME0loMl9AA
June 14, 2024 at 02:03PM;Evil Woman;Electric Light Orchestra;5qRJD1yaLJ5s0J3JpbgnwA;https://open.spotify.com/track/5qRJD1yaLJ5s0J3JpbgnwA
June 14, 2024 at 02:05PM;Asshtonpark;James Gang;65F9rRNrKF12GVj4mPJ6Ws;https://open.spotify.com/track/65F9rRNrKF12GVj4mPJ6Ws
June 14, 2024 at 02:08PM;Landslide;Fleetwood Mac;5ihS6UUlyQAfmp48eSkxuQ;https://open.spotify.com/track/5ihS6UUlyQAfmp48eSkxuQ
June 14, 2024 at 02:12PM;Landslide;Fleetwood Mac;5ihS6UUlyQAfmp48eSkxuQ;https://open.spotify.com/track/5ihS6UUlyQAfmp48eSkxuQ
June 14, 2024 at 02:16PM;Vienna;Billy Joel;4U45aEWtQhrm8A5mxPaFZ7;https://open.spotify.com/track/4U45aEWtQhrm8A5mxPaFZ7
June 14, 2024 at 02:19PM;Jolene;Dolly Parton;5fdhThPDe6jQQDqCyWrdAn;https://open.spotify.com/track/5fdhThPDe6jQQDqCyWrdAn
June 14, 2024 at 02:26PM;Linger;The Cranberries;0gEyKnHvgkrkBM6fbeHdwK;https://open.spotify.com/track/0gEyKnHvgkrkBM6fbeHdwK
June 14, 2024 at 02:29PM;You Make My Dreams (Come True);Daryl Hall & John Oates;4o6BgsqLIBViaGVbx5rbRk;https://open.spotify.com/track/4o6BgsqLIBViaGVbx5rbRk
June 14, 2024 at 02:54PM;Dreams;The Cranberries;4JGKZS7h4Qa16gOU3oNETV;https://open.spotify.com/track/4JGKZS7h4Qa16gOU3oNETV
June 14, 2024 at 05:01PM;karma by jojo siwa but i couldn't hear what i was doing;Dev Limes;7Gd0xnrpba7PaDN0iZhUXD;https://open.spotify.com/track/7Gd0xnrpba7PaDN0iZhUXD
June 14, 2024 at 05:04PM;World's Smallest Violin;AJR;2GujK1FWxxOZ118PaWNgbZ;https://open.spotify.com/track/2GujK1FWxxOZ118PaWNgbZ
June 14, 2024 at 05:08PM;I'm Ready;AJR;2dgFqylK6gyILa4HY65u0y;https://open.spotify.com/track/2dgFqylK6gyILa4HY65u0y
June 14, 2024 at 05:10PM;Pretender - Acoustic;AJR;1pOfdz4qES3baC4hvuqEG8;https://open.spotify.com/track/1pOfdz4qES3baC4hvuqEG8
June 14, 2024 at 05:11PM;Pretender - Acoustic;AJR;1pOfdz4qES3baC4hvuqEG8;https://open.spotify.com/track/1pOfdz4qES3baC4hvuqEG8
June 14, 2024 at 05:15PM;Inertia;AJR;2IA1ctUxjk865QW3CpIuZk;https://open.spotify.com/track/2IA1ctUxjk865QW3CpIuZk
June 14, 2024 at 05:19PM;Sober Up (feat. Rivers Cuomo);AJR;5tf8NV1rHghYymjIqeKMus;https://open.spotify.com/track/5tf8NV1rHghYymjIqeKMus
June 14, 2024 at 05:21PM;Bang!;AJR;4SQLQfcR0vhyIN4uPBlc0d;https://open.spotify.com/track/4SQLQfcR0vhyIN4uPBlc0d
June 14, 2024 at 05:26PM;Karma;AJR;2skZSmKuBgg37tMT2JnZUn;https://open.spotify.com/track/2skZSmKuBgg37tMT2JnZUn
June 14, 2024 at 05:31PM;Steve’s Going to London;AJR;5d355Q3oJW89fOLwJbpWVE;https://open.spotify.com/track/5d355Q3oJW89fOLwJbpWVE
June 14, 2024 at 05:35PM;Hot Milk;Snail's House;4mCwspCTPF1aoWUNxsS5aD;https://open.spotify.com/track/4mCwspCTPF1aoWUNxsS5aD
June 14, 2024 at 05:39PM;Femininomenon;Chappell Roan;53IRnAWx13PYmoVYtemUBS;https://open.spotify.com/track/53IRnAWx13PYmoVYtemUBS
June 14, 2024 at 05:41PM;Too Slow;Maude Latour;4XUejjxBZ4UQQ2LB9h8qvJ;https://open.spotify.com/track/4XUejjxBZ4UQQ2LB9h8qvJ
June 14, 2024 at 05:44PM;The Love Goat;The Yolles Brothers;7MrihFkwLV4mLz33i9eg6Q;https://open.spotify.com/track/7MrihFkwLV4mLz33i9eg6Q
June 14, 2024 at 05:47PM;Treat Ya Better;The Criticals;4ScGH7utNPmejEoqshYvpV;https://open.spotify.com/track/4ScGH7utNPmejEoqshYvpV
June 14, 2024 at 05:49PM;W.I.T.C.H.;Devon Cole;5XemvyG79fcKPl5lgbhplq;https://open.spotify.com/track/5XemvyG79fcKPl5lgbhplq
June 14, 2024 at 05:52PM;You Look Certain (I’m Not So Sure);Mount Kimbie;4ZW7w36xfKuH5KndE37s5C;https://open.spotify.com/track/4ZW7w36xfKuH5KndE37s5C
June 14, 2024 at 05:55PM;California;The Growlers;3JgCyIcJPmBVfcgyedU9FV;https://open.spotify.com/track/3JgCyIcJPmBVfcgyedU9FV
June 14, 2024 at 05:57PM;The Dead Come Talking;Roe Kapara;30rgtGTl30WcfiyDDqo94A;https://open.spotify.com/track/30rgtGTl30WcfiyDDqo94A
June 14, 2024 at 06:01PM;This Feeling;Noisestorm;2UZtyw4ItKKKB3Rw0sfWsG;https://open.spotify.com/track/2UZtyw4ItKKKB3Rw0sfWsG
June 14, 2024 at 06:05PM;Good Kisser;Lake Street Dive;7BDbyDs5FUmnh955RABFd7;https://open.spotify.com/track/7BDbyDs5FUmnh955RABFd7
June 14, 2024 at 06:55PM;Landslide;Fleetwood Mac;5ihS6UUlyQAfmp48eSkxuQ;https://open.spotify.com/track/5ihS6UUlyQAfmp48eSkxuQ
June 14, 2024 at 06:57PM;Rich Girl;Daryl Hall & John Oates;0qRR9d89hIS0MHRkQ0ejxX;https://open.spotify.com/track/0qRR9d89hIS0MHRkQ0ejxX
June 14, 2024 at 07:00PM;Jolene;Dolly Parton;5fdhThPDe6jQQDqCyWrdAn;https://open.spotify.com/track/5fdhThPDe6jQQDqCyWrdAn
June 14, 2024 at 07:07PM;Linger;The Cranberries;0gEyKnHvgkrkBM6fbeHdwK;https://open.spotify.com/track/0gEyKnHvgkrkBM6fbeHdwK
June 14, 2024 at 07:09PM;In My Life - Remastered 2009;The Beatles;3KfbEIOC7YIv90FIfNSZpo;https://open.spotify.com/track/3KfbEIOC7YIv90FIfNSZpo
June 14, 2024 at 07:14PM;Dreams;The Cranberries;4JGKZS7h4Qa16gOU3oNETV;https://open.spotify.com/track/4JGKZS7h4Qa16gOU3oNETV
June 14, 2024 at 07:17PM;Something - Remastered 2009;The Beatles;0pNeVovbiZHkulpGeOx1Gj;https://open.spotify.com/track/0pNeVovbiZHkulpGeOx1Gj
June 14, 2024 at 07:23PM;Maneater;Daryl Hall & John Oates;7j74lucZ59vqN67Ipe2ZcY;https://open.spotify.com/track/7j74lucZ59vqN67Ipe2ZcY
June 15, 2024 at 10:50AM;Purple House;Edgar Rothermich;3zWlAEiw5Mc72PdT40cwdd;https://open.spotify.com/track/3zWlAEiw5Mc72PdT40cwdd
June 15, 2024 at 10:58AM;A BOY IS A GUN*;Tyler, The Creator;1nXZnTALNXiPlvXotqHm66;https://open.spotify.com/track/1nXZnTALNXiPlvXotqHm66
June 15, 2024 at 11:03AM;Marceline;Vista Kicks;2TOb83hrjLZAtxytar7wYz;https://open.spotify.com/track/2TOb83hrjLZAtxytar7wYz
June 15, 2024 at 11:07AM;If I Didn't Have You;Vista Kicks;4VzAnEeJtjH3utnMFzIZQF;https://open.spotify.com/track/4VzAnEeJtjH3utnMFzIZQF
June 15, 2024 at 11:11AM;Gotta Get Away;Vista Kicks;5UWnOaHdKD1TprbopGtPFj;https://open.spotify.com/track/5UWnOaHdKD1TprbopGtPFj
June 15, 2024 at 11:17AM;Chasing Waves;Vista Kicks;3s0zi4J1lRjRrafKuz83aA;https://open.spotify.com/track/3s0zi4J1lRjRrafKuz83aA
June 15, 2024 at 11:20AM;Gimme Love;Vista Kicks;5oG6qSs7bwbHVT9tONcjWH;https://open.spotify.com/track/5oG6qSs7bwbHVT9tONcjWH
June 15, 2024 at 11:24AM;Alice;Vista Kicks;5My4Ayx5EjkpXVHRxAG3KK;https://open.spotify.com/track/5My4Ayx5EjkpXVHRxAG3KK
June 15, 2024 at 11:29AM;I Can't Think of Anybody but U;Vista Kicks;2iT4Zwt5V0tKtsEwBIr1Va;https://open.spotify.com/track/2iT4Zwt5V0tKtsEwBIr1Va
June 15, 2024 at 11:33AM;Done With You;Vista Kicks;0ekyItUK3iqFTW1UcUjjLb;https://open.spotify.com/track/0ekyItUK3iqFTW1UcUjjLb
June 15, 2024 at 11:39AM;Baja (Only Wanna Be with You);Vista Kicks;3WNYDCrdbmBJStyROdfweB;https://open.spotify.com/track/3WNYDCrdbmBJStyROdfweB
June 15, 2024 at 11:43AM;Circles;Vista Kicks;0borMsaWMR0wHSRHKUF1Jh;https://open.spotify.com/track/0borMsaWMR0wHSRHKUF1Jh
June 15, 2024 at 11:46AM;All Or Nothing;Vista Kicks;4a0eyjSGgPCchIIEWyvDYg;https://open.spotify.com/track/4a0eyjSGgPCchIIEWyvDYg
June 15, 2024 at 11:53AM;Mona Lisa;Vista Kicks;7xokXnTnxkLoS8MfsOc6Zk;https://open.spotify.com/track/7xokXnTnxkLoS8MfsOc6Zk
June 15, 2024 at 12:03PM;Rock N' Roll;Vista Kicks;5M1YXEnik4f6oAQ2QmIvtG;https://open.spotify.com/track/5M1YXEnik4f6oAQ2QmIvtG
June 15, 2024 at 12:04PM;Love & Paranoia;Vista Kicks;7o6wddHFEszzBb32ZOn8g9;https://open.spotify.com/track/7o6wddHFEszzBb32ZOn8g9
June 15, 2024 at 12:15PM;Wasted;Tomberlin;5MnLof1o5Wu4hX5zWgMjZY;https://open.spotify.com/track/5MnLof1o5Wu4hX5zWgMjZY
June 15, 2024 at 12:22PM;What You Need;BAYNK;4TAeOsMYQ3IecAuljAF3Ft;https://open.spotify.com/track/4TAeOsMYQ3IecAuljAF3Ft
June 15, 2024 at 12:24PM;Colors;Runnner;5t1h9peb8agz2mxvXtSlou;https://open.spotify.com/track/5t1h9peb8agz2mxvXtSlou
June 15, 2024 at 12:27PM;Hello - Radio Edit;mousike;0GBdCrn4tQ4sxiaXHV03MP;https://open.spotify.com/track/0GBdCrn4tQ4sxiaXHV03MP
June 15, 2024 at 12:30PM;Treat Ya Better;The Criticals;4ScGH7utNPmejEoqshYvpV;https://open.spotify.com/track/4ScGH7utNPmejEoqshYvpV
June 15, 2024 at 12:32PM;California;The Growlers;3JgCyIcJPmBVfcgyedU9FV;https://open.spotify.com/track/3JgCyIcJPmBVfcgyedU9FV
June 15, 2024 at 12:39PM;Born This Way;Lady Gaga;6r2BECwMgEoRb5yLfp0Hca;https://open.spotify.com/track/6r2BECwMgEoRb5yLfp0Hca
June 15, 2024 at 12:42PM;Boom Clap;Charli xcx;0Y1MWB026LYxGvhq4EcMiC;https://open.spotify.com/track/0Y1MWB026LYxGvhq4EcMiC
June 15, 2024 at 12:46PM;Tongue Tied;GROUPLOVE;0GO8y8jQk1PkHzS31d699N;https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N
June 15, 2024 at 01:08PM;Titanium (feat. Sia);David Guetta;0lHAMNU8RGiIObScrsRgmP;https://open.spotify.com/track/0lHAMNU8RGiIObScrsRgmP
June 15, 2024 at 01:11PM;Jackie Chan;Tiësto;4vvnuJlgBeNVwq3TNmLMNX;https://open.spotify.com/track/4vvnuJlgBeNVwq3TNmLMNX
June 15, 2024 at 01:16PM;Animals;Martin Garrix;1xMLthTaWJieT9YGV1hyS5;https://open.spotify.com/track/1xMLthTaWJieT9YGV1hyS5
June 15, 2024 at 01:19PM;I Love It (feat. Charli XCX);Icona Pop;6HZ9VeI5IRFCNQLXhpF4bq;https://open.spotify.com/track/6HZ9VeI5IRFCNQLXhpF4bq
June 15, 2024 at 01:22PM;Everytime We Touch;Cascada;5YJtMNWKe55yr49cyJgxva;https://open.spotify.com/track/5YJtMNWKe55yr49cyJgxva
June 15, 2024 at 02:43PM;Super Bass;Nicki Minaj;3hlksXnvbKogFdPbpO9vel;https://open.spotify.com/track/3hlksXnvbKogFdPbpO9vel
June 15, 2024 at 02:47PM;Stay The Night - Featuring Hayley Williams Of Paramore;Zedd;2QtJA4gbwe1AcanB2p21aP;https://open.spotify.com/track/2QtJA4gbwe1AcanB2p21aP
June 15, 2024 at 02:51PM;Teenage Dream;Katy Perry;5jzKL4BDMClWqRguW5qZvh;https://open.spotify.com/track/5jzKL4BDMClWqRguW5qZvh
June 15, 2024 at 02:55PM;S&M;Rihanna;7ySUcLPVX7KudhnmNcgY2D;https://open.spotify.com/track/7ySUcLPVX7KudhnmNcgY2D
June 15, 2024 at 02:59PM;Last Friday Night (T.G.I.F.);Katy Perry;3avYqdwHKEq8beXbeWCKqJ;https://open.spotify.com/track/3avYqdwHKEq8beXbeWCKqJ
June 15, 2024 at 03:02PM;Hello - Radio Edit;mousike;0GBdCrn4tQ4sxiaXHV03MP;https://open.spotify.com/track/0GBdCrn4tQ4sxiaXHV03MP
June 15, 2024 at 03:05PM;Closer;Tegan and Sara;4dTVgHZFPlaq9nPbLVVLSG;https://open.spotify.com/track/4dTVgHZFPlaq9nPbLVVLSG
June 15, 2024 at 03:10PM;Can't Hold Us (feat. Ray Dalton);Macklemore & Ryan Lewis;22skzmqfdWrjJylampe0kt;https://open.spotify.com/track/22skzmqfdWrjJylampe0kt
June 15, 2024 at 03:13PM;Domino;Jessie J;6MAdEUilV2p9RQUqE5bMAK;https://open.spotify.com/track/6MAdEUilV2p9RQUqE5bMAK
June 15, 2024 at 03:18PM;Some Nights;fun.;6t6oULCRS6hnI7rm0h5gwl;https://open.spotify.com/track/6t6oULCRS6hnI7rm0h5gwl
June 15, 2024 at 03:21PM;Wasted;Tiësto;7m3povhdMDLZwuEKak0l0n;https://open.spotify.com/track/7m3povhdMDLZwuEKak0l0n
June 15, 2024 at 03:25PM;Heads Will Roll - A-Trak Remix Radio Edit;Yeah Yeah Yeahs;0vBpyfpW2lARGh3AZFtWRi;https://open.spotify.com/track/0vBpyfpW2lARGh3AZFtWRi
June 15, 2024 at 03:28PM;She Looks So Perfect;5 Seconds of Summer;1gugDOSMREb34Xo0c1PlxM;https://open.spotify.com/track/1gugDOSMREb34Xo0c1PlxM
June 15, 2024 at 03:32PM;Pompeii;Bastille;3gbBpTdY8lnQwqxNCcf795;https://open.spotify.com/track/3gbBpTdY8lnQwqxNCcf795
June 15, 2024 at 03:35PM;Just Can’t Get Enough;Black Eyed Peas;3JA9Jsuxr4xgHXEawAdCp4;https://open.spotify.com/track/3JA9Jsuxr4xgHXEawAdCp4
June 15, 2024 at 03:39PM;Rather Be (feat. Jess Glynne);Clean Bandit;0am001WwFBVGDGLwRh3ixi;https://open.spotify.com/track/0am001WwFBVGDGLwRh3ixi
June 15, 2024 at 03:43PM;Habits (Stay High);Tove Lo;14OxJlLdcHNpgsm4DRwDOB;https://open.spotify.com/track/14OxJlLdcHNpgsm4DRwDOB
June 15, 2024 at 03:48PM;Some Nights;fun.;6t6oULCRS6hnI7rm0h5gwl;https://open.spotify.com/track/6t6oULCRS6hnI7rm0h5gwl
June 15, 2024 at 03:53PM;Stolen Dance;Milky Chance;0ZfByLXCeKchuj7zi1CJ0S;https://open.spotify.com/track/0ZfByLXCeKchuj7zi1CJ0S
June 15, 2024 at 03:57PM;Closer;Tegan and Sara;4dTVgHZFPlaq9nPbLVVLSG;https://open.spotify.com/track/4dTVgHZFPlaq9nPbLVVLSG
June 15, 2024 at 04:01PM;Born This Way;Lady Gaga;6r2BECwMgEoRb5yLfp0Hca;https://open.spotify.com/track/6r2BECwMgEoRb5yLfp0Hca
June 15, 2024 at 04:06PM;Can't Hold Us (feat. Ray Dalton);Macklemore & Ryan Lewis;22skzmqfdWrjJylampe0kt;https://open.spotify.com/track/22skzmqfdWrjJylampe0kt
June 15, 2024 at 04:09PM;Super Bass;Nicki Minaj;3hlksXnvbKogFdPbpO9vel;https://open.spotify.com/track/3hlksXnvbKogFdPbpO9vel
June 15, 2024 at 04:13PM;Teenage Dream;Katy Perry;5jzKL4BDMClWqRguW5qZvh;https://open.spotify.com/track/5jzKL4BDMClWqRguW5qZvh
June 15, 2024 at 04:15PM;Domino;Jessie J;6MAdEUilV2p9RQUqE5bMAK;https://open.spotify.com/track/6MAdEUilV2p9RQUqE5bMAK
June 15, 2024 at 04:29PM;Domino;Jessie J;6MAdEUilV2p9RQUqE5bMAK;https://open.spotify.com/track/6MAdEUilV2p9RQUqE5bMAK
June 15, 2024 at 04:35PM;Harness Your Hopes - B-side;Pavement;4vsoWZcvtvSsE0OiVvDDvX;https://open.spotify.com/track/4vsoWZcvtvSsE0OiVvDDvX
June 15, 2024 at 04:38PM;Up to Colorado;Pothole Paradise;2UQLVOAzgtBTlEnFw32RQ0;https://open.spotify.com/track/2UQLVOAzgtBTlEnFw32RQ0
June 15, 2024 at 04:41PM;Tongues;The Frights;4eoRsk6nuYMLcNdZWgDTmT;https://open.spotify.com/track/4eoRsk6nuYMLcNdZWgDTmT
June 15, 2024 at 04:46PM;Don't Go;The Greeting Committee;4nz6Mx9m84P6Cn4cJp2BJR;https://open.spotify.com/track/4nz6Mx9m84P6Cn4cJp2BJR
June 15, 2024 at 05:34PM;August;flipturn;0elCmyfISzkP5tAYTVuYjS;https://open.spotify.com/track/0elCmyfISzkP5tAYTVuYjS
June 15, 2024 at 05:38PM;Drop the Guillotine;Peach Pit;1gpBDeONibvJyQYEv5HJh9;https://open.spotify.com/track/1gpBDeONibvJyQYEv5HJh9
June 15, 2024 at 05:40PM;The Verge;Bad Moves;1FykiGdpaF0jWK02ox051d;https://open.spotify.com/track/1FykiGdpaF0jWK02ox051d
June 15, 2024 at 05:43PM;Grand Hoodoo;The Moss;5wZdxehFNOdgRFVHiZ5IUC;https://open.spotify.com/track/5wZdxehFNOdgRFVHiZ5IUC
June 15, 2024 at 05:46PM;i haunt ur dreams;hey, nothing;7jBAskQhyfjmbYC0o3pXdW;https://open.spotify.com/track/7jBAskQhyfjmbYC0o3pXdW
June 15, 2024 at 05:50PM;"""Listen to Your Heart."" ""No.""";Cheekface;2YBVnFZlsRR4ssWXodkWPY;https://open.spotify.com/track/2YBVnFZlsRR4ssWXodkWPY
June 15, 2024 at 05:54PM;Freakin' Out On the Interstate;Briston Maroney;0awZwmlC6pxH65KTZpadmX;https://open.spotify.com/track/0awZwmlC6pxH65KTZpadmX
June 15, 2024 at 05:57PM;Nevermind;Phoneboy;5QAJ9MdbIS0vENE7wAt854;https://open.spotify.com/track/5QAJ9MdbIS0vENE7wAt854
June 15, 2024 at 06:01PM;Riot;The Scarlet Opera;2JVYdQafLX5jbr6IlQ1KIx;https://open.spotify.com/track/2JVYdQafLX5jbr6IlQ1KIx
June 15, 2024 at 06:04PM;Alrighty Aphrodite;Peach Pit;6OiRh4kttAs1YWglvTcYkB;https://open.spotify.com/track/6OiRh4kttAs1YWglvTcYkB
June 15, 2024 at 06:08PM;Nickel;flipturn;0XZV3zE3j10RPG6Zvxsb6n;https://open.spotify.com/track/0XZV3zE3j10RPG6Zvxsb6n
June 15, 2024 at 06:25PM;Sixteen;Real Friends;7MiE9A71AdsH0erOtm9a14;https://open.spotify.com/track/7MiE9A71AdsH0erOtm9a14
June 15, 2024 at 06:27PM;Skeletons;Real Friends;38EObrV8ACiVF6GpulTrlS;https://open.spotify.com/track/38EObrV8ACiVF6GpulTrlS
June 15, 2024 at 06:28PM;Taylor;Trash Boat;343M2lQ1o09PY4yjZFhsji;https://open.spotify.com/track/343M2lQ1o09PY4yjZFhsji
June 15, 2024 at 06:31PM;Corrigan;Sorority Noise;1MFpsJ6Kcu7CeUloIyXadG;https://open.spotify.com/track/1MFpsJ6Kcu7CeUloIyXadG
